,distance,moving_time,average_heartrate,HR Zone 1,HR Zone 2,HR Zone 3,HR Zone 4,HR Zone 5,kilojoules,Power Zone 1,Power Zone 2,Power Zone 3,Power Zone 4,Power Zone 5,Power Zone 6,Power Zone 7,Power Zone 8,Power Zone 9,Power Zone 10,Power Zone 11,ftp
97,993719.2371021825,110639.0220026111,4286.963674261573,10223.164002659585,65859.04242389258,22078.594850363846,11327.740486194072,501.14490024730134,16826.614698967584,7032.546692425929,8732.07362523146,18626.825169734137,28252.377431878995,30739.3511947775,13415.179142486182,5257.519800538468,1356.541993567407,460.91511819394697,346.8615679437564,437.82390760430377,222.13691666666668
98,882712.3319423613,98153.90892484122,3337.7218728247667,8731.031323075516,58352.05441483246,25289.128777150538,5285.375410581067,0.0,17474.977609170048,2765.3435881926716,3566.139969085471,10225.594289114963,20952.53984054545,36362.236081756964,20050.958856062367,5678.528155939421,939.7730678328422,299.646848848435,142.71908264352479,151.59278805433752,210.51762499999998
99,564766.4690148511,61569.14152584308,1937.9599741697741,4073.015597506544,24034.786484404696,20428.874340291917,13550.308607566623,32.193462542653194,11078.50448468563,3356.100123046779,2920.665428681628,9551.738747349867,8748.80800456658,11701.0442772578,19671.327124447518,5396.838990610764,885.2934696976049,193.5219232146143,112.91066664835822,121.67315883308669,174.32183333333333
100,544615.9670294258,57225.71433515559,1931.469250048303,6255.295486994326,20016.8075062075,18456.124724355606,12928.84138895984,192.0876598378307,10277.057304798975,2898.193143877567,3383.3980048320655,8725.541384076161,11257.77715298977,10382.216845121055,12440.028718627316,6738.16754320462,2082.93663537057,557.6760798012541,158.0749333077015,203.4534787045056,190.5929583333333
101,214414.5366274816,20940.88392782708,946.2624526597376,418.67656224075716,8678.213350135327,7006.866813137843,4897.200403320442,121.26204224399369,3901.811865710769,1445.327790217226,505.4792344553275,1921.5630982926937,3972.195068181358,6272.997295991191,4315.90966206954,2032.839860981895,589.287653162816,233.05866021544946,81.29567998681792,150.59546708029583,220.85441666666665
102,648360.3522164932,73062.95341416399,2687.5854075429725,3443.0889890210215,33321.45231282091,23047.682167957,13455.442895069014,168.47912063988502,13790.953631129994,5546.704498701962,3072.4160656639883,10486.351149243203,10809.7469479142,14340.657311437955,13001.700726365912,12347.544568305237,3410.4228432658506,1205.870478525473,385.7028372707917,519.6042274757226,198.34258333333332
103,203299.37516853702,25641.78319349189,785.0584027576233,1523.6768041364542,14009.024477416056,5518.166927701676,4520.6416057534025,2.1462308361768794,4091.1260792202233,3460.6838158199944,1846.6556387712599,3881.445305063014,4819.379455960617,4422.526734195756,3240.1339599513167,3221.629154372508,1184.0232661391558,230.97777932066867,74.069397321323,63.82854233866843,143.58062499999997
104,656438.6963065129,71166.18206118407,2085.756954575079,4119.853843054026,36445.0244197914,22452.992499056818,7939.679325565185,342.3238183702123,13127.078181599534,2417.6734743790103,1517.5063698236047,5290.840807118161,19337.594601341236,23422.64933853555,13415.179142486182,5408.025202952335,1623.4920244300695,458.83423729916615,323.37614928089795,320.1400326673838,172.368
105,645329.5687418302,72200.87036263557,2849.959915893221,5941.766006594855,32736.753234593034,21812.861426885196,11388.725587085393,701.8174834298395,12172.036451129732,2350.7775988213684,5669.275557686073,8963.867546558962,22764.007419703263,12382.487404776119,15582.281726089985,5273.79065485348,874.3975500705575,491.0878911682685,270.08231462287284,200.46151578238053,178.6855
106,393960.65477297065,46779.79552150435,1173.544202224699,3748.971408922944,21733.44745619216,15713.834822583343,5781.968374981815,6.438692508530638,7534.705697676301,8865.116804533169,2066.8009290414448,5299.252318735201,7423.045897729326,8519.997263885647,7438.037613880338,6207.330921177332,1227.6069446473455,384.9629655344478,129.1698026457218,490.68191922851355,158.7204583333333
107,726365.0807764479,78727.80112475445,4192.262945276173,3668.6772736986895,32251.63571812584,24499.83135945744,18728.23407848203,194.2338906740076,15143.91240659891,3276.955706894076,4266.11649882805,12814.470642359496,7362.969120230556,19636.52782400489,16878.518265121893,10395.042050503718,3604.733409948197,1617.884895692071,437.190101262443,318.14539071930045,226.9019583333333
108,511076.9819055741,62768.88949252158,2978.1783186206453,4566.250999598395,30183.262728894722,15923.260420269122,12211.54044038098,0.0,10944.606776801857,3776.3192850004184,3799.109256847123,10834.026962747523,16947.760757449505,8118.572433019972,8643.711402478822,7365.612362727296,3068.10936831611,1371.3005096605464,602.4913172356395,400.92303156476106,219.81495833333332
109,439876.0933218128,50794.98977791188,2034.7888094245093,2840.8829748391104,27571.302315373625,13229.375491546874,6856.467771638405,244.67031532416425,8094.075619102351,10116.352336090193,3632.397289458051,6871.270378719788,7842.565089754631,7563.431264481341,7088.593465743295,4381.9444527118485,1528.1527276934044,1263.094703131945,624.1701652321242,1289.5360194359105,129.02266666666665
110,432090.4971361526,61335.228400264255,2114.6991998380327,15462.35632604221,28235.483924548105,8853.170785188404,8537.9141247848,177.06404398459256,9235.982214766658,6862.009319525461,8480.93700769023,12679.886456486856,10151.957146825976,8875.40510194477,5648.737211377577,6676.1349111286345,1804.1826915786062,1137.2014089977065,467.9018025907965,867.669247416274,207.17679166666667
111,806511.0095380817,91063.88890477654,3215.3557623380134,4958.162850097734,45294.993124156164,29238.579435394593,11686.874969220735,119.1158114078168,14046.50230532281,20871.51317398435,3102.338726477412,9453.604445151068,15791.028227981671,15664.380168341357,12355.869394992218,10729.611492356165,3129.8529128693785,1241.2454537367464,443.5130985947511,680.1729042964354,226.95420833333333
112,694776.2918910899,88799.27029786217,1987.8640661856762,4246.986223825763,54493.9540908382,22734.531628021192,6816.779055185324,0.0,13935.056956992716,15724.299537767462,3311.797352171374,8864.798631958269,17048.567553591507,23211.16698861607,12443.68781965493,6707.659691363971,1668.8916895427672,967.6096160730715,467.9018025907965,936.4843946251508,163.08808333333332
113,526714.6511464346,67935.72861317002,2461.5805217396123,7917.575262648839,33153.351327830394,17764.625109355395,9168.093500661773,1.0731154180884397,10787.95054082503,9090.301512396218,5908.656844193458,10237.744250339576,11216.028883880455,9239.624704583872,11593.86160599181,11205.533981070286,947.9450075531278,262.1909927423807,118.33037864747942,323.1319955895089,237.02104166666666
114,432856.6976747478,62717.95679582297,2279.627435711483,6278.23666848697,36988.61184408138,11886.87838185361,7170.105433365194,0.0,9580.421821556098,9766.797831415754,4378.3264768783865,8807.787275442775,12508.188725337042,10693.565860280285,8207.363604935972,8265.593992026435,1401.0336653778506,368.3159183762014,117.42709331429255,274.2632678614659,219.9812083333333
115,301177.67077383026,36312.183151851845,1536.492726459756,5870.0748144303425,13226.98946028627,10005.99942905304,7502.135427106825,1.0731154180884397,6109.389090736654,2005.9340712988749,7230.59725227219,4309.497785130161,4910.003747441811,5131.384240407341,5628.6121557257065,7363.5785059379195,929.7851415080487,338.1431454018798,97.5548159841815,78.78835694929384,179.04570833333332
116,306464.6105391267,40235.88719381926,954.774877737077,5587.133576021063,27880.096516062724,3465.4009277439095,2699.8007362839917,0.0,5615.74334909502,6910.061286475317,821.8045059115155,5447.855690636241,12273.991118138449,10127.654757255015,3212.690702244219,1017.9453230829799,992.4366793635716,542.0694730903981,167.10778663957018,16.954456558708802,129.99245833333333
117,17147.911361537528,2878.640561558789,293.1466386008745,797.206056869387,1101.792325535657,855.4838094145455,141.33055127194794,0.0,333.00931465301943,89.50856588698596,696.7705303697114,732.7361230843735,954.1006867177473,367.1568574990942,10.062527825935765,74.23577281224529,95.33929673666515,19.76836850041759,0.9032853331868658,0.0,101.913625
118,294390.47602318675,42534.460931866044,1510.1042087200042,7038.16330543081,31633.133724437914,2692.8970721293895,369.78267524578155,0.0,4695.196607394058,7656.280067343663,4162.45585243869,9890.068436835256,12672.127050376057,6394.403830204225,2102.1535403636717,618.2924639704813,213.37842602967913,127.97417502901914,37.93798399384836,210.43472552279746,113.52658333333332
119,143315.6000502137,24110.972698272388,1561.4979751244405,7561.031066950661,7165.304485220695,6624.566311702012,2947.613209747133,63.31380966721794,2629.069247556369,888.4902908571344,7026.481958866339,5473.090225487361,5786.717398737415,4773.039147488225,1458.1517595037828,37.62635060346679,0.0,0.0,0.0,0.0,96.85249999999999
120,208121.39297769198,28689.256212625718,1201.8480156068522,1862.0592311529565,17794.951008941563,8264.408255845367,605.010921540873,0.0,3365.302528557559,4836.28914418841,5138.148328247811,6942.300921263682,3954.8848102579836,3434.63001628486,3207.2020507027996,1076.9271699749008,373.185247226375,441.14674969352933,108.3942399824239,135.63565246967042,77.53741666666667
121,175859.51278415864,26495.377462237204,2111.6134457474973,5044.19228069515,7712.546278749599,8307.873945931095,5771.320182762695,0.0,3711.7832589427876,3396.61452655352,5425.619605348198,5580.570651705094,2129.161724575037,2376.2391817341377,5514.2652486128,1406.4119698539073,473.9725037765639,390.1651677713998,204.14248530023167,384.96589598009393,181.590125
122,480068.6952612698,57901.04416545575,1660.9869432158443,4098.824426685769,35558.83987935227,15212.99153000462,2688.1845265904067,1.0731154180884397,8281.654877555386,5689.91820412114,3181.420044341459,8278.796655971148,18757.19183567516,15921.879511067387,5922.25501319165,1681.9995648144345,331.41755532269315,129.01461547640952,67.74639998901493,138.6276153917955,135.054375
123,126585.27578466,17435.95983649272,710.5746833309038,1872.5739393370852,13102.740906162846,1162.7072097932103,975.7616142611199,0.0,2110.725910405684,2194.37315737674,1636.1283466196753,4001.0756925053606,5124.854595784869,3310.2862272118336,1320.935470968295,336.60329864182455,80.81140390060189,34.334534763883184,16.259135997363583,15.957135584667107,121.75358333333332
124,44566.655115999456,6045.899737743067,98.31850964326972,6127.207223660396,0.0,0.0,0.0,0.0,729.4975731350851,778.2534255015833,413.5739190998134,1478.5568197952537,1969.296401400345,1161.1947546504687,269.85870078645917,110.84519502102378,32.68775888114234,26.011011184759987,20.77556266329791,6.98124681829186,107.44975
125,26501.48779400112,4082.161320585334,103.95799125700705,2821.7653235952403,1257.103018189937,0.0,0.0,0.0,450.8842023098498,804.6348975524844,301.36394104947647,958.9123243425602,1120.0755126889242,658.9241735917078,244.24499359316815,76.26962960162187,25.423812463110707,17.68748760563679,2.709855999560597,2.9919629221250825,111.34633333333332
126,54771.218704703206,9246.170846972744,749.7318386866649,2056.103391278239,3349.2294074740616,2927.019084636603,990.281876378101,0.0,1103.7375844230478,1206.9523463287267,2994.403414257564,2188.862245234187,546.8005002854112,770.5398582714324,750.1157106606662,390.50050356030397,296.00581653478895,267.39319497933263,110.20081064879763,144.61154123604567,151.11649999999997
127,9547.389277460587,1980.7159827239375,83.84738701179278,1554.2650461266464,433.0427548125219,0.0,0.0,0.0,159.9220337300893,52.762944101802255,767.3025165727804,696.2862394105334,521.3442386333902,67.55686177983334,0.0,0.0,0.0,0.0,0.0,0.0,52.51406473108043
128,873157.9724767016,109917.47546604738,2201.8451515672946,7540.001650582403,82529.36129955521,10322.11353876742,7599.90519202783,15.023615853238155,17702.97111481971,14231.861976030768,3530.873975983937,13564.02978867795,21706.045185445273,38323.34324327879,9585.01514183227,6387.32724703716,3206.124350258711,1269.3373458162873,571.779615907286,1010.2861467042362,180.31079166666666
129,958344.9077961316,118392.11027784481,2145.6631460568547,6498.089657791478,71555.29047506572,27131.48132282967,12375.135393565632,163.11354354944282,18850.082575653276,18668.660257734104,5777.210869905921,16308.051800636777,27331.879010541914,22095.010141818824,14312.573669508272,8532.029231434766,3666.4769545014656,2223.4212360732836,1167.0446504774307,1935.8000106149284,140.1028333333333
130,702155.9526386512,83441.90516363742,1785.9067812257997,5129.265828730372,51354.850914602284,18466.991146877037,7932.903203243926,0.0,13729.107586177579,12062.92809527454,4757.703069334288,9073.217197580481,16631.084862498363,21341.11472775402,11248.991334139284,5610.393953495305,1815.0786112056537,1367.1387478709848,635.0095892303666,1539.8635839203757,146.25645833333334
131,733575.4803866984,90614.92661535912,3036.1692144600197,6408.236696945288,52611.95393279222,12247.446038246577,18309.082512038516,502.21801566538977,16061.703631445556,13149.279426513433,1982.3762788892866,10083.533204027175,14932.643085075522,20363.00885937643,13994.231880105941,12867.194977990954,3009.089803669603,1216.274882999377,551.907338577175,961.4174189761932,239.15379166666668
132,879678.649382344,123664.58519181446,2977.8654545786626,19779.095377252874,78828.17755311744,23657.50506287711,12163.607322000798,0.0,16252.264716881922,19338.786475784455,9530.819222630558,20222.497443708457,31152.009706422068,21787.303545961222,20448.03896714087,8085.799211446696,1372.6364008129365,266.17483427676854,113.78936566626126,238.2663354394764,203.14008333333334
133,620449.3345281574,72816.7015480851,1735.4483880850319,5102.756358822401,44006.00124943147,18845.094877304316,10257.824255596355,83.64469217909839,10319.244784212575,6140.936740823005,7801.498961909168,14527.093993763088,17750.97938462758,14852.720807373109,10003.962512200065,4176.576124944846,1484.767261724416,728.1460720723803,446.56958601098756,506.0698199003755,117.25691666666665
134,1589405.3087863314,181954.9205978635,4178.741079341754,27370.667788276514,132806.556003491,32347.749570002135,6412.4676428866815,0.0,27872.857701507717,12088.893321451957,7991.930062048132,31033.198839336463,44400.56555857858,67143.69876764034,18581.869553068613,8888.945127744963,2898.9694127028147,1151.3189441937513,732.1164847583979,1669.8334913444296,216.56437499999998
135,601414.9502286401,72260.22165216958,3154.197942766452,10420.01143950752,42162.57829928863,12333.030189529807,13300.898331233033,5.904331212642239,12163.27828968827,5610.014797753916,3818.915575759733,14831.331450467487,16617.749778027915,9570.511023515755,10392.29834403013,11269.039250469192,2689.2073711701337,1284.8575051190453,928.5641632199621,1100.751086865019,250.49916666666667
136,537217.0317619697,68427.41968449649,1761.7944077088737,2653.8959508897055,42648.401390550884,23754.895734077647,4246.015160104731,1.9681104042140796,10456.115442065244,5295.629278564542,1866.224781361832,8046.1513871179395,25226.163221911313,18397.661281682707,8672.83357753812,3909.22308650185,1426.7685405633058,502.5741786174917,190.00677097102115,140.7937436687815,167.235625
137,968661.0877338697,122639.39236343322,3224.16247620736,9341.209044256791,86208.11119212046,28311.655407749025,9040.401536885107,0.0,18444.544953389053,15095.034971798774,5180.755281077826,14449.811810227246,32369.838051014416,28613.177537527576,23948.45500683132,9501.900874419149,2516.1778530394886,454.75293720505533,162.09617184533442,136.85545713259182,218.3899583333333
138,799111.142221457,105717.17485743877,2227.0585550909145,16986.406135746114,65155.43046862114,27550.32256461404,4845.554817772998,0.0,14877.977575052226,15760.952425989524,6260.551086730646,16205.780410820156,24265.082210064204,21264.466238856567,20864.42127571422,6155.640690004581,1614.2977389842283,516.1084922247851,278.03250667511,460.779524734194,94.97466666666666
139,814925.5314671032,98900.29613247378,3271.497855863475,9524.163836433816,65050.35952168862,20204.81847906569,12241.80814691405,78.72441616856318,15329.807393356996,2861.1800276658378,5638.819278709385,24164.8670595243,27328.343490403924,17908.98958078489,13073.973004945525,13542.626878203935,1955.523548482092,311.2892129677462,143.84693395546233,417.4583728361074,151.78941666666665
140,1345603.3003867175,161858.1533500692,3113.640377287425,17940.084276576923,125012.5804151895,28378.143269818625,5616.943201793844,0.0,25426.906596262197,6368.345286403792,5128.258058877355,29453.31622654674,53055.213196481236,44228.93021685343,22492.195637468576,7369.597372690866,2788.7718424967056,1963.3777606313502,726.749061849612,1191.3316771973819,140.47808333333333
141,965633.8758825521,109523.83347429705,4404.376699688683,11245.410932949842,74993.60814328305,20929.62982050047,11297.605594257746,459.5537793839876,16142.12202011207,6762.459698067706,8410.878482353848,19496.6318717642,27293.91377145341,32504.950680906604,15819.29159385529,5618.7610111800295,1444.168156911639,399.71339520206254,412.21807939475775,432.22694734681875,222.13691666666668
142,857764.3448550646,97164.56437658967,3429.1366952725216,9604.075124970906,66445.41041115903,23973.08829551732,5271.314864522927,0.0,16764.110066848843,2659.1397660542225,3434.9653035876627,10703.093291970503,20241.723624133097,38450.8014822968,23644.2586052311,6068.696612462144,1000.4779400291475,259.8588212600316,169.6105639176347,149.65488837520832,210.51762499999998
143,548804.5456719238,60948.55396925618,1991.0375743113502,4480.289479691377,27368.38090990859,19365.76038872258,13514.261075749439,29.521656063211193,10627.84014440686,3227.208124935312,2813.233495566402,9997.771085269951,8452.004149222508,12373.126053876762,23196.593687982553,5767.652743971454,942.4792188680375,167.8254887304371,134.1855727196477,120.11773935378562,174.32183333333333
144,529223.5547776471,56648.90645131839,1984.3690797177637,6880.7825287726755,22793.11333952019,17495.672211919922,12894.447130140697,176.14588117716013,9858.99516864362,2786.887196041836,3258.9452056213786,9132.993234058735,10875.85636333846,10978.548127797605,14669.386047380709,7201.143222452393,2217.4844390597723,483.6261395672811,187.85980180750678,200.8526133456743,190.5929583333333
145,208354.5656748379,20729.80981395324,972.179056078122,460.54137341112954,9881.870543683355,6642.231065629076,4884.172509088185,111.1982378380955,3743.089407026642,1389.8195574538934,486.88600197691477,2011.2932829075362,3837.438103598348,6633.304211127806,5089.356818261797,2172.5151375916594,627.3528338926732,202.11241653558017,96.61361235814636,148.6703167411609,220.85441666666665
146,630035.8255165895,72326.51372030718,2761.1940400788494,3787.3744909289694,37943.09551950342,21848.286055574787,13419.647732027232,154.49666673080526,13229.949117517192,5333.681704518299,2959.4022318892808,10976.026573065445,10443.025610817755,15164.35254883549,15331.714382779764,13195.937369003464,3630.7199446854856,1045.7512980568633,458.3779164103166,512.9618213387074,198.34258333333332
147,197553.55061955893,25383.32625899166,806.5598870734717,1676.0341306331975,15952.058418448318,5231.002781982802,4508.615461047998,1.9681104042140796,3924.702475922709,3327.7752506702413,1778.729411027714,4062.695040814687,4655.881708364774,4676.5467647361165,3820.7931009502513,3442.9854706805286,1260.5055399014573,200.30784138794104,88.0257357040889,63.01258457903508,143.58062499999997
148,637885.8523884718,70448.86091714259,2142.882475794822,4531.811231511343,41499.90311913005,21284.54390112551,7918.557604178946,313.9136094721457,12593.07956863907,2324.822023746213,1461.6873632287927,5537.904316410292,18681.5655025471,24767.993857157875,15819.29159385529,5779.607554633539,1728.361890601078,397.9088200544234,384.30748026907105,316.04749452922283,172.368
149,627090.7006922637,71473.12005442331,2928.0157245020155,6535.902230875757,37277.29942012903,20677.72510364523,11358.428458079165,643.572102178004,11676.888140752604,2260.495303681528,5460.740466147004,9382.448383446585,21991.73705307477,13093.709748421003,18374.757109425915,5636.149826688516,930.8794746358154,425.87973484282963,320.9718899453973,197.89889844353203,178.6855
150,382826.19457283744,46308.27751295554,1205.685686437154,4123.843074243036,24747.849075027196,14896.090449874764,5766.586755640191,5.904331212642239,7228.200142063454,8524.649423783367,1990.7770144256938,5546.708615800452,7171.218604263511,9009.366824603429,8770.996246139608,6633.833116487988,1306.9045168303453,333.8464023132351,153.50829519127697,484.40924395133214,158.7204583333333
151,705835.9162908912,77934.26247008661,4307.08227037242,4035.520071123094,36724.89671892934,23224.865735043946,18678.41184687272,178.1139915813742,14527.870656253122,3151.1032730277975,4109.194333809394,13412.86099316402,7113.179935175507,20764.40600255647,19903.290091934807,11109.279507984964,3837.5820501601115,1403.0571772894068,519.5665375704759,314.078351261128,226.9019583333333
152,496632.47775195213,62136.209049129546,3059.7458226212257,5022.845070285311,34369.64301739243,15094.617587322016,12179.054398526872,0.0,10499.389283818376,3631.288648158543,3659.365194562224,11339.937614525368,16372.806920351424,8584.88505051846,10192.736874895236,7871.699420498443,3266.294646723178,1189.2150222941725,716.0142160320402,395.79779688706407,219.81495833333332
153,427443.9308844134,50283.0005279091,2090.5183952976417,3124.9519675293996,31395.40700471839,12540.921814592497,6838.22768963661,224.36458608040508,7764.815360726172,9727.830892035498,3498.7854560666665,7192.1343462724735,7576.505581623808,7997.857816600953,8358.92878014215,4683.025376629545,1626.8641285691353,1095.3771146169388,741.7778459942125,1273.051122823318,129.02266666666665
154,419878.3780198648,60716.99857632489,2172.6174025072078,17008.4868865261,32151.709761351485,8392.453800954148,8515.200934998575,162.36910834766155,8860.27014664428,6598.471862409848,8168.979517312464,13271.99220292147,9807.5513696169,9385.188492878659,6661.038226529588,7134.848363326285,1920.7243157854261,986.2003181847729,556.06501335022,856.5773216212581,207.17679166666667
155,783716.6907961607,90146.00837391034,3303.4191742458893,5453.945442656459,51577.35126700464,27717.01044416881,11655.784681206098,109.23012743388142,13475.102284372042,20069.936660181647,2988.2242362346374,9895.054259051423,15255.31661384342,16564.10708191568,14570.144668135248,11466.837026878238,3332.0265307057693,1076.4290755667282,527.0809296427761,671.4778544203425,226.95420833333333
156,675139.9173538522,87904.2160415393,2042.3084589735158,4671.655986451253,62052.19646169331,21551.43179816545,6798.644556038545,0.0,13368.190440040773,15120.403255767946,3189.978266652133,9278.753301740262,16470.193839668584,24544.364434713112,14673.700889956599,7168.539193373979,1776.6941582353363,839.1274436521854,556.06501335022,924.5127643705302,163.08808333333332
157,511828.18152322643,67250.96889782947,2528.9992447218347,8709.278986220059,37751.67914093328,16840.158078839373,9143.703861153232,0.9840552021070398,10349.105693114623,8741.185847663079,5691.316500909856,10715.810613311844,10835.524406853578,9770.328053755753,13671.578701706236,11975.459880501498,1009.177748203314,227.37646860252767,140.6264802101908,319.00120943136506,237.02104166666666
158,420622.92352946417,62085.78972970096,2342.062756934408,6906.01767252123,42118.88543026718,11268.287947654682,7151.030989289619,0.0,9190.698236953835,9391.701129443976,4217.276850104481,9219.079716984737,12083.847645373522,11307.780333063509,9678.1918977204,8833.51827831166,1491.533779193212,319.4098011321222,139.55299562843362,270.75719936304137,219.9812083333333
159,292665.5243252654,35946.1736792805,1578.5747857604952,6457.042406661522,15061.556135535067,9485.289505675582,7482.177692317341,0.9840552021070398,5860.864228207677,1928.8955917987869,6964.631478595783,4510.7360542250235,4743.431565124643,5426.1194584861605,6637.306592362196,7869.525818559882,989.8448411496106,293.24346149135516,115.93633482977562,77.78115908974642,179.04570833333332
160,297803.03998009796,39830.328657482714,980.9246227582356,6145.80896709601,31747.030569700488,3285.0622554951074,2692.618526951363,0.0,5387.29958440699,6644.678379639409,791.5757621992547,5702.251238359936,11857.59520655588,10709.364563743722,3788.4317816310795,1087.8877702497502,1056.5433704848872,470.0918259599878,198.5946476250786,16.737717778806193,129.99245833333333
161,16663.262109747444,2849.6252388156604,301.17545254641027,876.9212452622878,1254.6095247586195,810.9646274967968,140.9545733004299,0.0,319.46277294224564,86.07096346683173,671.1409583275865,766.9523024316675,921.7327616179575,388.24552507771614,11.865817083696433,79.3364707574743,101.4977620319425,17.143463902571533,1.0734845817571816,0.0,101.913625
162,286070.1552021459,42105.73386947281,1551.463529052143,7741.931809192116,36020.60928255987,2552.759323967977,368.79895206002897,0.0,4504.199917861156,7362.23841191026,4009.3466758986956,10351.89957185192,12242.22435254587,6761.684064753505,2478.877059848582,660.7749893225257,227.16165788101415,110.98137157980517,45.08635243380163,207.74461478400627,113.52658333333332
163,139265.08935711696,23867.94560283248,1604.2648878833286,8317.0827937946,8159.123136552116,6279.825394911685,2939.771751368555,58.05925692431535,2522.1208991005788,854.3675636760245,6768.02423466853,5728.664136530414,5590.402651307207,5047.19182601031,1719.4647664920103,40.21163586337739,0.0,0.0,0.0,0.0,96.85249999999999
164,202239.2843487432,28400.08220480208,1234.7646956485312,2048.2525009243845,20263.088161897504,7834.330339074136,603.4014267997856,0.0,3228.404823098544,4650.550057634182,4949.149889016926,7266.481763344931,3820.715097250957,3631.907471927009,3781.959517767245,1150.9222264680177,397.29123995360345,382.56993129949103,128.8181498108618,133.90174223044954,77.53741666666667
165,170889.2175981116,26228.316704970744,2169.4471345856664,5548.577231713541,8782.266673310336,7875.5340845820565,5755.966890528514,0.0,3560.791005795119,3266.166561030825,5226.047002191958,5841.163517626896,2056.9297807290814,2512.725038302979,6502.467761865645,1503.0457405148898,504.588874101657,338.35784018233284,242.60751547712306,380.0446507423053,181.590125
166,466500.5743944872,57317.42927929743,1706.4786984571556,4508.679016408501,40490.80590601574,14421.310927772136,2681.033219556807,0.9840552021070398,7944.764051093272,5471.39524606523,3064.3966762902223,8665.387110892487,18120.852936781637,16836.396610170188,6983.572709077337,1797.5688031898972,352.8255537300858,111.88365915362473,80.51134363178862,136.85545713259182,135.054375
167,123007.61213203099,17260.21368438607,730.0361786224782,2059.8186084758054,14920.07446441801,1102.2001923368705,973.1658211426942,0.0,2024.8633374169547,2110.0976201500116,1575.9460233121702,4187.911743252511,4950.993585083436,3500.4216541006886,1557.65816989615,359.73112083183554,86.03143638897983,29.77548993604529,19.32272247162927,15.75314614475877,121.75358333333332
168,43307.073374446816,5984.95995439331,101.01129515531146,6739.88630950991,0.0,0.0,0.0,0.0,699.8222191208004,748.364377090558,398.36127434474844,1547.6001816924718,1902.4878985796477,1227.8911806457902,318.2196399718589,118.46130565157122,34.799232696665996,22.557189345488858,24.690145380415178,6.892001438331961,107.44975
169,25752.479593533317,4041.015083091146,106.80523308088668,3103.9226810722703,1431.4616136549423,0.0,0.0,0.0,432.54260829262677,773.7326610597295,290.27875804966163,1003.690130478177,1082.0768813017644,696.7713023394746,288.0157419406316,81.51007269603524,27.066069875184667,15.338888754932423,3.220453745271545,2.953714902142269,111.34633333333332
170,53223.22667201723,9152.973858489488,770.2657853510005,2261.699758464246,3813.7632817289377,2774.697680453821,987.6474553858891,0.0,1058.8384582808417,1160.598991589594,2884.2591491317444,2291.0743524170475,528.2502593264068,814.7979419631002,884.5427280573705,417.33157220370043,315.1263849753643,231.88790647162546,130.96511897437617,142.76288693687636,151.11649999999997
171,9277.552620837288,1960.7513111116928,86.14383179911843,1709.6809889646042,493.1052360991589,0.0,0.0,0.0,153.41653852298464,50.736567938342915,739.0785399987839,728.8003384076432,503.6576029331849,71.43717661429977,0.0,0.0,0.0,0.0,0.0,0.0,52.51406473108043
172,848480.0190435766,108809.55978239207,2262.1501413948704,8293.950578691758,93976.07912029012,9784.95310936955,7579.687362888187,13.776772829498556,16982.82898647893,13685.283191226245,3400.996512752064,14197.421894376008,20969.666253372467,40524.55024691191,11302.730127542838,6826.196888050631,3413.224740331323,1100.7908400598562,679.5157402522959,997.3710652900396,180.31079166666666
173,931259.3267753426,117198.77432064853,2204.429401306121,7147.854466778216,81479.918580157,25719.565235796217,12342.214144333535,149.57639072027004,18083.276907983938,17951.684948755832,5564.705553249897,17069.58000654358,26404.64331627451,23364.098038476855,16877.50673559222,9118.260132263142,3903.3139341427027,1928.1885452523875,1386.9420796302786,1911.0535416860482,140.1028333333333
174,682311.0076822898,82600.85059053244,1834.8198894878221,5642.157556447765,58477.70365317704,17505.973148296904,7911.799508198788,0.0,13170.618918190497,11599.64784490365,4582.6986909116795,9496.904275518658,16066.874274819744,22566.900560317277,13264.90478892864,5995.8809475203525,1932.324060017648,1185.6058719988944,754.6596609752987,1520.1786029692212,146.25645833333334
175,712842.5292881521,89701.57141005836,3119.324995629499,7049.016820429709,59909.16526683199,11610.091745618112,18260.37533838583,460.5378345860946,15408.32689807648,12644.277538348459,1909.4577878798666,10554.398457825588,14426.052240263976,21532.61448151024,16502.115431489823,13751.292664305785,3203.462698798642,1054.774173795059,655.899079453638,949.1270552217159,239.15379166666668
